graph,algo,diameter,bfs_count,chosenvtx, weightp, time_diameter_exact,sx,sy
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.53_seed=666_square,ifub_foursweephd,10,7,0,0.99998, 834.997,0.126898,0.08495
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.53_seed=666_torus,ifub_foursweephd,10,6,0,0.99998, 2336.72,0.126898,0.084949
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.53_seed=666_torus,ifub_hd,10,2,0,0.99998, 37.5365,0.126898,0.084949
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.53_seed=836_square,ifub_foursweephd,11,9,0,0.99998, 2517.87,0.95585,0.00565
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.53_seed=836_square,ifub_hd,11,5,1,0.99996, 122.57,0.395182,0.553582
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.53_seed=836_torus,ifub_foursweephd,9,8,0,0.99998, 66.5192,0.95585,0.00565
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=1001_square,ifub_foursweephd,10,6,0,0.99998, 931.975,0.638558,0.374782
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=1001_torus,ifub_foursweephd,9,12,49,0.998994, 1516.76,0.475718,0.04438
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=1001_torus,ifub_hd,9,5,0,0.99998, 1491.82,0.638559,0.374783
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=14_square,ifub_foursweephd,10,6,6,0.999859, 303.998,0.462934,0.224156
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=14_torus,ifub_foursweephd,10,7,0,0.99998, 1830.41,0.892669,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=14_torus,ifub_hd,10,3,0,0.99998, 1455.99,0.892669,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=237_square,ifub_foursweephd,12,6,2,0.99994, 748.481,0.087636,0.24235
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=237_square,ifub_hd,12,3,0,0.99998, 499.439,0.290834,0.965902
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=237_torus,ifub_foursweephd,8,7,0,0.99998, 44.5414,0.290833,0.965902
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=2_square,ifub_foursweephd,11,7,0,0.99998, 2450.77,0.77138,0.585576
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=2_square,ifub_hd,11,3,0,0.99998, 747.141,0.77138,0.585576
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=2_torus,ifub_foursweephd,9,10,0,0.99998, 513.031,0.771379,0.585575
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=321_square,ifub_foursweephd,12,6,432,0.991142, 152.966,0.044404,0.84686
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=321_square,ifub_hd,12,3,0,0.99998, 615.252,0.410076,0.214124
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=321_torus,ifub_foursweephd,10,7,0,0.99998, 772.544,0.410076,0.214125
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=321_torus,ifub_hd,10,3,0,0.99998, 560.242,0.410076,0.214125
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=356_square,ifub_foursweephd,10,6,297,0.993996, 861.266,0.842572,0.283988
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=356_torus,ifub_foursweephd,9,7,0,0.99998, 843.413,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=489_square,ifub_foursweephd,10,6,0,0.99998, 448.351,0.418152,0.108178
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=489_torus,ifub_foursweephd,9,7,0,0.99998, 1554.69,0.418152,0.108178
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=55_square,ifub_foursweephd,12,6,0,0.99998, 2232.04,0.280556,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=55_torus,ifub_foursweephd,9,10,0,0.99998, 3137.69,0.280557,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=55_torus,ifub_hd,9,6,0,0.99998, 458.624,0.280557,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=64_square,ifub_foursweephd,10,6,0,0.99998, 1954.39,0.691688,0.131854
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=64_square,ifub_hd,10,2,0,0.99998, 541.445,0.691688,0.131854
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=64_torus,ifub_foursweephd,9,7,1,0.99996, 1059.64,0.444404,0.673064
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=666_square,ifub_foursweephd,10,6,0,0.99998, 2140.77,0.126898,0.08495
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=666_square,ifub_hd,10,2,0,0.99998, 229.41,0.126898,0.08495
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=666_torus,ifub_foursweephd,8,8,0,0.99998, 934.824,0.126898,0.084949
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=836_square,ifub_foursweephd,9,12,0,0.99998, 539.183,0.95585,0.00565
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=836_square,ifub_hd,9,8,1,0.99996, 329.624,0.395182,0.553582
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.62_seed=836_torus,ifub_foursweephd,8,6,0,0.99998, 1414.31,0.95585,0.00565
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=1001_square,ifub_foursweephd,9,7,0,0.99998, 607.832,0.638558,0.374782
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=1001_torus,ifub_foursweephd,9,7,0,0.99998, 1751.77,0.638559,0.374783
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=1001_torus,ifub_hd,9,3,0,0.99998, 1240.03,0.638559,0.374783
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=14_square,ifub_foursweephd,10,6,5,0.999879, 342.637,0.161522,0.171154
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=14_torus,ifub_foursweephd,8,7,0,0.99998, 3425.04,0.892669,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=14_torus,ifub_hd,8,3,0,0.99998, 836.281,0.892669,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=237_square,ifub_foursweephd,10,6,113,0.997705, 2357.24,0.880612,0.344348
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=237_square,ifub_hd,10,3,0,0.99998, 279.773,0.290834,0.965902
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=237_torus,ifub_foursweephd,9,8,1,0.99996, 595.502,0.938517,0.833829
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=2_square,ifub_foursweephd,10,6,2,0.99994, 1677.26,0.074132,0.05956
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=2_square,ifub_hd,10,3,0,0.99998, 643.358,0.77138,0.585576
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=2_torus,ifub_foursweephd,8,7,0,0.99998, 76.6102,0.771379,0.585575
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=321_square,ifub_foursweephd,10,6,0,0.99998, 664.156,0.410076,0.214124
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=321_square,ifub_hd,10,2,0,0.99998, 173.34,0.410076,0.214124
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=321_torus,ifub_foursweephd,8,6,0,0.99998, 1698.41,0.410076,0.214125
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=321_torus,ifub_hd,8,2,0,0.99998, 489.996,0.410076,0.214125
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=356_square,ifub_foursweephd,9,8,0,0.99998, 1671.61,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=356_square,ifub_hd,9,4,0,0.99998, 373.326,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=356_torus,ifub_foursweephd,7,31,0,0.99998, 4826.22,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=489_square,ifub_foursweephd,9,8,1,0.99996, 48.437,0.35526,0.69102
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=489_torus,ifub_foursweephd,8,6,0,0.99998, 1377.75,0.418152,0.108178
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=489_torus,ifub_hd,8,2,0,0.99998, 194.006,0.418152,0.108178
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=55_square,ifub_foursweephd,9,11,0,0.99998, 1931.5,0.280556,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=55_square,ifub_hd,9,7,0,0.99998, 2329.61,0.280556,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=55_torus,ifub_foursweephd,9,8,0,0.99998, 1027.67,0.280557,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=64_square,ifub_foursweephd,9,11,0,0.99998, 2138.34,0.691688,0.131854
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=64_torus,ifub_foursweephd,8,9,0,0.99998, 959.244,0.691687,0.131854
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=666_square,ifub_foursweephd,11,7,0,0.99998, 1571.63,0.126898,0.08495
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=666_square,ifub_hd,11,3,0,0.99998, 707.428,0.126898,0.08495
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=666_torus,ifub_foursweephd,8,7,0,0.99998, 713.165,0.126898,0.084949
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=836_square,ifub_foursweephd,9,10,1,0.99996, 896.751,0.395182,0.553582
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=836_square,ifub_hd,9,6,1,0.99996, 846.579,0.395182,0.553582
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=836_torus,ifub_foursweephd,8,9,0,0.99998, 2443.75,0.95585,0.00565
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.76_seed=836_torus,ifub_hd,8,5,0,0.99998, 1460.34,0.95585,0.00565
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=1001_square,ifub_foursweephd,11,7,0,0.99998, 1148.65,0.638558,0.374782
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=1001_square,ifub_hd,11,3,0,0.99998, 539.295,0.638558,0.374782
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=1001_torus,ifub_foursweephd,8,6,1,0.99996, 669.92,0.986495,0.525119
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=14_square,ifub_foursweephd,11,7,0,0.99998, 1046.38,0.89267,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=14_square,ifub_hd,11,3,0,0.99998, 547.213,0.89267,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=14_torus,ifub_foursweephd,8,6,0,0.99998, 151.127,0.892669,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=237_square,ifub_foursweephd,9,11,0,0.99998, 1763.99,0.290834,0.965902
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=237_torus,ifub_foursweephd,8,7,0,0.99998, 775.095,0.290833,0.965902
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=2_square,ifub_foursweephd,10,6,0,0.99998, 579.845,0.77138,0.585576
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=2_square,ifub_hd,10,2,0,0.99998, 549.275,0.77138,0.585576
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=2_torus,ifub_foursweephd,9,10,0,0.99998, 1775.14,0.771379,0.585575
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=321_square,ifub_foursweephd,10,8,0,0.99998, 924.329,0.410076,0.214124
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=321_torus,ifub_foursweephd,10,6,0,0.99998, 1161.9,0.410076,0.214125
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=356_square,ifub_foursweephd,8,6,0,0.99998, 436.416,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=356_square,ifub_hd,8,2,0,0.99998, 737.272,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=356_torus,ifub_foursweephd,8,6,0,0.99998, 1220.85,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=489_square,ifub_foursweephd,10,6,4,0.999899, 2428.88,0.513946,0.600344
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=489_square,ifub_hd,10,3,0,0.99998, 7.15092,0.418152,0.108178
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=489_torus,ifub_foursweephd,10,6,257,0.994813, 1262.31,0.936313,0.939786
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=55_square,ifub_foursweephd,9,10,0,0.99998, 41.1377,0.280556,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=55_torus,ifub_foursweephd,9,8,0,0.99998, 1994.81,0.280557,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=55_torus,ifub_hd,9,4,0,0.99998, 1002.45,0.280557,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=64_square,ifub_foursweephd,10,6,0,0.99998, 53.5369,0.691688,0.131854
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=64_torus,ifub_foursweephd,8,6,0,0.99998, 1365.92,0.691687,0.131854
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=64_torus,ifub_hd,8,2,0,0.99998, 625.96,0.691687,0.131854
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=666_square,ifub_foursweephd,9,10,0,0.99998, 2560.66,0.126898,0.08495
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=666_square,ifub_hd,9,6,0,0.99998, 2193.87,0.126898,0.08495
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=666_torus,ifub_foursweephd,9,7,0,0.99998, 2644.17,0.126898,0.084949
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=666_torus,ifub_hd,9,3,0,0.99998, 139.72,0.126898,0.084949
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=836_square,ifub_foursweephd,11,9,1,0.99996, 991.521,0.395182,0.553582
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.7_seed=836_torus,ifub_foursweephd,9,7,0,0.99998, 853.438,0.95585,0.00565
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=1001_square,ifub_foursweephd,8,7,0,0.99998, 1527.48,0.638558,0.374782
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=1001_square,ifub_hd,8,3,0,0.99998, 1312.11,0.638558,0.374782
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=1001_torus,ifub_foursweephd,8,7,0,0.99998, 1575.43,0.638559,0.374783
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=14_square,ifub_foursweephd,9,7,0,0.99998, 2298.95,0.89267,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=14_square,ifub_hd,9,3,0,0.99998, 7.54497,0.89267,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=14_torus,ifub_foursweephd,8,22,4,0.9999, 2117.75,0.432107,0.719211
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=14_torus,ifub_hd,8,3,0,0.99998, 1408.06,0.892669,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=237_square,ifub_foursweephd,9,13,0,0.99998, 1412.42,0.290834,0.965902
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=237_torus,ifub_foursweephd,8,7,0,0.99998, 2632.46,0.290833,0.965902
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=2_square,ifub_foursweephd,10,13,154,0.996881, 1714.86,0.262066,0.508852
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=2_torus,ifub_foursweephd,9,8,0,0.99998, 2763.07,0.771379,0.585575
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=321_square,ifub_foursweephd,9,9,0,0.99998, 2907.68,0.410076,0.214124
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=321_torus,ifub_foursweephd,8,7,0,0.99998, 1032.91,0.410076,0.214125
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=356_square,ifub_foursweephd,9,8,0,0.99998, 1373.8,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=356_square,ifub_hd,9,4,0,0.99998, 1209.45,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=356_torus,ifub_foursweephd,9,7,0,0.99998, 2328.14,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=356_torus,ifub_hd,9,3,0,0.99998, 528.07,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=489_square,ifub_foursweephd,8,7,0,0.99998, 60.6403,0.418152,0.108178
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=489_torus,ifub_foursweephd,8,7,0,0.99998, 880.996,0.418152,0.108178
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=55_square,ifub_foursweephd,9,10,0,0.99998, 1107.04,0.280556,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=55_torus,ifub_foursweephd,8,8,0,0.99998, 1566.24,0.280557,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=64_square,ifub_foursweephd,9,8,0,0.99998, 1201.41,0.691688,0.131854
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=64_torus,ifub_foursweephd,9,7,0,0.99998, 936.116,0.691687,0.131854
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=666_square,ifub_foursweephd,9,10,1,0.99996, 3212.42,0.145442,0.3032
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=666_square,ifub_hd,9,9,0,0.99998, 1128.82,0.126898,0.08495
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=666_torus,ifub_foursweephd,8,6,0,0.99998, 659.101,0.126898,0.084949
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=836_square,ifub_foursweephd,10,6,1,0.99996, 1985.16,0.395182,0.553582
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=836_square,ifub_hd,10,2,1,0.99996, 741.519,0.395182,0.553582
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=836_torus,ifub_foursweephd,8,19,0,0.99998, 6374.84,0.95585,0.00565
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.82_seed=836_torus,ifub_hd,8,15,0,0.99998, 5858.25,0.95585,0.00565
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=1001_square,ifub_foursweephd,9,7,0,0.99998, 1173.26,0.638558,0.374782
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=1001_torus,ifub_foursweephd,8,6,0,0.99998, 1951.41,0.638559,0.374783
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=1001_torus,ifub_hd,8,2,0,0.99998, 322.15,0.638559,0.374783
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=14_square,ifub_foursweephd,9,15,0,0.99998, 496.432,0.89267,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=14_torus,ifub_foursweephd,8,7,0,0.99998, 1432.71,0.892669,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=237_square,ifub_foursweephd,9,9,0,0.99998, 3171.39,0.290834,0.965902
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=237_square,ifub_hd,9,5,0,0.99998, 684.37,0.290834,0.965902
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=237_torus,ifub_foursweephd,8,8,0,0.99998, 35.3616,0.290833,0.965902
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=2_square,ifub_foursweephd,10,6,0,0.99998, 723.093,0.77138,0.585576
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=2_torus,ifub_foursweephd,9,7,3,0.99992, 1083.5,0.346905,0.234696
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=321_square,ifub_foursweephd,8,7,0,0.99998, 83.2042,0.410076,0.214124
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=321_square,ifub_hd,8,3,0,0.99998, 108.053,0.410076,0.214124
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=321_torus,ifub_foursweephd,9,8,0,0.99998, 2085.02,0.410076,0.214125
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=356_square,ifub_foursweephd,9,7,0,0.99998, 1036.43,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=356_torus,ifub_foursweephd,7,25,0,0.99998, 5295.23,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=489_square,ifub_foursweephd,9,8,0,0.99998, 1506.99,0.418152,0.108178
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=489_square,ifub_hd,9,4,0,0.99998, 1317.85,0.418152,0.108178
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=489_torus,ifub_foursweephd,9,7,0,0.99998, 468.84,0.418152,0.108178
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=489_torus,ifub_hd,9,3,0,0.99998, 352.3,0.418152,0.108178
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=55_square,ifub_foursweephd,9,8,0,0.99998, 500.523,0.280556,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=55_square,ifub_hd,9,4,0,0.99998, 769.98,0.280556,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=55_torus,ifub_foursweephd,8,24,0,0.99998, 5869.15,0.280557,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=64_square,ifub_foursweephd,9,8,0,0.99998, 1010.96,0.691688,0.131854
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=64_torus,ifub_foursweephd,7,26,0,0.99998, 10060.8,0.691687,0.131854
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=666_square,ifub_foursweephd,8,10,0,0.99998, 1391.91,0.126898,0.08495
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=666_torus,ifub_foursweephd,8,7,0,0.99998, 949.785,0.126898,0.084949
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=836_square,ifub_foursweephd,9,11,1,0.99996, 3777.26,0.395182,0.553582
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=836_square,ifub_hd,9,7,1,0.99996, 128.669,0.395182,0.553582
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.88_seed=836_torus,ifub_foursweephd,8,22,0,0.99998, 2423.36,0.95585,0.00565
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=1001_square,ifub_foursweephd,9,9,0,0.99998, 3606.53,0.638558,0.374782
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=1001_square,ifub_hd,9,5,0,0.99998, 2232.85,0.638558,0.374782
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=1001_torus,ifub_foursweephd,7,24,0,0.99998, 2703.5,0.638559,0.374783
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=14_square,ifub_foursweephd,9,10,0,0.99998, 1195.3,0.89267,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=14_square,ifub_hd,9,6,0,0.99998, 983.653,0.89267,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=14_torus,ifub_foursweephd,9,8,0,0.99998, 2011.97,0.892669,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=14_torus,ifub_hd,9,4,0,0.99998, 267.164,0.892669,0.440374
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=237_square,ifub_foursweephd,9,8,0,0.99998, 566.367,0.290834,0.965902
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=237_square,ifub_hd,9,4,0,0.99998, 9.43149,0.290834,0.965902
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=237_torus,ifub_foursweephd,8,16,0,0.99998, 69.3783,0.290833,0.965902
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=2_square,ifub_foursweephd,9,7,0,0.99998, 1069.67,0.77138,0.585576
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=2_torus,ifub_foursweephd,9,7,0,0.99998, 105.12,0.771379,0.585575
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=321_square,ifub_foursweephd,10,7,0,0.99998, 753.76,0.410076,0.214124
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=321_torus,ifub_foursweephd,8,12,0,0.99998, 170.63,0.410076,0.214125
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=356_square,ifub_foursweephd,9,9,0,0.99998, 2424.42,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=356_torus,ifub_foursweephd,7,21,0,0.99998, 3600.24,0.481288,0.1508
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=489_square,ifub_foursweephd,9,8,0,0.99998, 247.236,0.418152,0.108178
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=489_torus,ifub_foursweephd,8,11,0,0.99998, 3998,0.418152,0.108178
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=55_square,ifub_foursweephd,8,8,0,0.99998, 2361.78,0.280556,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=55_square,ifub_hd,8,4,0,0.99998, 1265.89,0.280556,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=55_torus,ifub_foursweephd,8,11,0,0.99998, 1272.9,0.280557,0.365856
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=64_square,ifub_foursweephd,9,10,0,0.99998, 104.202,0.691688,0.131854
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=64_square,ifub_hd,9,6,0,0.99998, 219.096,0.691688,0.131854
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=64_torus,ifub_foursweephd,8,8,0,0.99998, 1770.78,0.691687,0.131854
girg_n=50000_deg=15_dim=2_ple=2.25_T=0.94_seed=666_square,ifub_foursweephd,9,9,0,0.99998, 3213.66,0.126898,0.08495
