graph,algo,diameter,bfs_count,chosenvtx, weightp, time_diameter_exact,sx,sy
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=321_square,ifub_hd,12,3,0,0.99998, 192.422,0.410076,0.214124
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=321_torus,ifub_foursweephd,12,7,0,0.99998, 2062.63,0.410076,0.214125
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=321_torus,ifub_hd,12,3,0,0.99998, 272.045,0.410076,0.214125
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=356_square,ifub_foursweephd,12,6,0,0.99998, 1488.26,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=356_square,ifub_hd,12,2,0,0.99998, 625.728,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=356_torus,ifub_foursweephd,10,6,0,0.99998, 912.135,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=489_square,ifub_foursweephd,12,9,0,0.99998, 282.851,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=489_square,ifub_hd,12,5,0,0.99998, 2115.98,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=489_torus,ifub_foursweephd,11,7,0,0.99998, 205.352,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=55_square,ifub_foursweephd,11,10,0,0.99998, 2183.02,0.280556,0.365856
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=55_torus,ifub_foursweephd,11,9,0,0.99998, 498.551,0.280557,0.365856
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=55_torus,ifub_hd,11,5,0,0.99998, 2248.45,0.280557,0.365856
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=64_square,ifub_foursweephd,12,6,0,0.99998, 2277.18,0.691688,0.131854
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=64_square,ifub_hd,12,2,0,0.99998, 205.837,0.691688,0.131854
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=64_torus,ifub_foursweephd,10,6,0,0.99998, 693.935,0.691687,0.131854
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=666_square,ifub_foursweephd,12,6,9,0.999798, 772.947,0.829988,0.643956
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=666_torus,ifub_foursweephd,10,6,0,0.99998, 385.316,0.126898,0.084949
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=836_square,ifub_foursweephd,12,8,1,0.99996, 2868.47,0.395182,0.553582
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.7_seed=836_torus,ifub_foursweephd,10,9,0,0.99998, 3590.89,0.95585,0.00565
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=1001_square,ifub_foursweephd,10,6,0,0.99998, 997.828,0.638558,0.374782
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=1001_torus,ifub_foursweephd,10,9,0,0.99998, 1180.94,0.638559,0.374783
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=1001_torus,ifub_hd,10,5,0,0.99998, 2172.84,0.638559,0.374783
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=14_square,ifub_foursweephd,11,16,0,0.99998, 642.223,0.89267,0.440374
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=14_torus,ifub_foursweephd,10,15,0,0.99998, 2261.94,0.892669,0.440374
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=237_square,ifub_foursweephd,11,13,0,0.99998, 1159.1,0.290834,0.965902
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=237_torus,ifub_foursweephd,10,9,2,0.99994, 1356.49,0.087636,0.24235
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=2_square,ifub_foursweephd,10,7,0,0.99998, 34.3242,0.77138,0.585576
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=2_torus,ifub_foursweephd,11,7,1,0.99996, 1974.11,0.140803,0.856472
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=321_square,ifub_foursweephd,11,11,0,0.99998, 2436.68,0.410076,0.214124
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=321_torus,ifub_foursweephd,10,10,0,0.99998, 1820.89,0.410076,0.214125
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=356_square,ifub_foursweephd,12,6,1,0.99996, 185.593,0.341082,0.719502
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=356_square,ifub_hd,12,4,0,0.99998, 461.906,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=356_torus,ifub_foursweephd,11,7,1,0.99996, 2248.23,0.341082,0.719502
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=356_torus,ifub_hd,11,4,0,0.99998, 154.652,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=489_square,ifub_foursweephd,11,9,0,0.99998, 1364.47,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=489_torus,ifub_foursweephd,11,7,0,0.99998, 1104.65,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=55_square,ifub_foursweephd,11,10,0,0.99998, 2847.21,0.280556,0.365856
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=55_square,ifub_hd,11,6,0,0.99998, 578.841,0.280556,0.365856
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=55_torus,ifub_foursweephd,10,11,23,0.999517, 3102.02,0.497412,0.973548
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=55_torus,ifub_hd,10,4,0,0.99998, 195.049,0.280557,0.365856
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=64_square,ifub_foursweephd,11,17,3,0.999919, 3583.3,0.095978,0.841748
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=64_torus,ifub_foursweephd,10,7,0,0.99998, 992.078,0.691687,0.131854
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=666_square,ifub_foursweephd,12,6,2,0.99994, 55.8605,0.305848,0.862258
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=666_torus,ifub_foursweephd,10,9,0,0.99998, 562.191,0.126898,0.084949
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=836_square,ifub_foursweephd,11,10,1,0.99996, 61.2828,0.395182,0.553582
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=836_torus,ifub_foursweephd,9,26,0,0.99998, 7009.39,0.95585,0.00565
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.82_seed=836_torus,ifub_hd,9,22,0,0.99998, 6312.15,0.95585,0.00565
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=1001_square,ifub_foursweephd,11,8,0,0.99998, 2379.34,0.638558,0.374782
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=1001_square,ifub_hd,11,4,0,0.99998, 75.2725,0.638558,0.374782
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=1001_torus,ifub_foursweephd,10,10,0,0.99998, 1093.55,0.638559,0.374783
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=14_square,ifub_foursweephd,11,9,0,0.99998, 469.717,0.89267,0.440374
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=14_torus,ifub_foursweephd,9,24,0,0.99998, 5514.69,0.892669,0.440374
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=237_square,ifub_foursweephd,10,9,0,0.99998, 791.56,0.290834,0.965902
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=237_torus,ifub_foursweephd,9,22,0,0.99998, 3749.14,0.290833,0.965902
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=237_torus,ifub_hd,9,18,0,0.99998, 6778.64,0.290833,0.965902
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=2_square,ifub_foursweephd,11,13,4,0.999899, 2135.84,0.14973,0.750838
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=2_torus,ifub_foursweephd,10,19,0,0.99998, 7166.63,0.771379,0.585575
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=321_square,ifub_foursweephd,12,6,0,0.99998, 1449.75,0.410076,0.214124
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=321_torus,ifub_foursweephd,9,27,0,0.99998, 5444.67,0.410076,0.214125
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=356_square,ifub_foursweephd,11,9,1,0.99996, 1449.7,0.341082,0.719502
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=356_square,ifub_hd,11,7,0,0.99998, 2282.13,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=356_torus,ifub_foursweephd,9,17,0,0.99998, 5836.19,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=356_torus,ifub_hd,9,13,0,0.99998, 5828.99,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=489_square,ifub_foursweephd,12,7,0,0.99998, 643.044,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=489_torus,ifub_foursweephd,10,6,0,0.99998, 2215.59,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=489_torus,ifub_hd,10,2,0,0.99998, 254.826,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=55_square,ifub_foursweephd,11,7,0,0.99998, 920.837,0.280556,0.365856
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=55_torus,ifub_foursweephd,10,8,0,0.99998, 1582.96,0.280557,0.365856
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=64_square,ifub_foursweephd,11,9,1,0.99996, 1130.7,0.444404,0.673064
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=64_torus,ifub_foursweephd,10,14,198,0.991957, 1567.98,0.992597,0.235506
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=64_torus,ifub_hd,10,3,0,0.99998, 1297.64,0.691687,0.131854
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=666_square,ifub_foursweephd,11,10,1,0.99996, 2090.81,0.145442,0.3032
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=666_torus,ifub_foursweephd,10,7,4,0.999899, 1035.82,0.928161,0.427932
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=836_square,ifub_foursweephd,12,6,0,0.99998, 2462.53,0.95585,0.00565
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.88_seed=836_torus,ifub_foursweephd,10,12,0,0.99998, 2618.72,0.95585,0.00565
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=1001_square,ifub_foursweephd,10,8,0,0.99998, 608.044,0.638558,0.374782
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=1001_torus,ifub_foursweephd,9,23,0,0.99998, 7572.25,0.638559,0.374783
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=1001_torus,ifub_hd,9,19,0,0.99998, 3051.22,0.638559,0.374783
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=14_square,ifub_foursweephd,11,9,0,0.99998, 1058.44,0.89267,0.440374
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=14_torus,ifub_foursweephd,11,8,0,0.99998, 4041.9,0.892669,0.440374
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=14_torus,ifub_hd,11,4,0,0.99998, 1672.06,0.892669,0.440374
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=237_square,ifub_foursweephd,11,10,0,0.99998, 581.881,0.290834,0.965902
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=237_square,ifub_hd,11,6,0,0.99998, 3028.43,0.290834,0.965902
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=237_torus,ifub_foursweephd,9,14,0,0.99998, 1688.23,0.290833,0.965902
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=237_torus,ifub_hd,9,10,0,0.99998, 2068.09,0.290833,0.965902
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=2_square,ifub_foursweephd,10,12,0,0.99998, 173.355,0.77138,0.585576
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=2_torus,ifub_foursweephd,10,24,5,0.999879, 2335.88,0.320906,0.169155
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=321_square,ifub_foursweephd,12,6,4,0.999879, 759.63,0.379962,0.628062
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=321_torus,ifub_foursweephd,9,18,0,0.99998, 2114.82,0.410076,0.214125
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=356_square,ifub_foursweephd,12,7,40,0.998791, 1032.66,0.186498,0.00042
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=356_square,ifub_hd,12,3,0,0.99998, 292.346,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=356_torus,ifub_foursweephd,9,19,0,0.99998, 1977.86,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=489_square,ifub_foursweephd,11,8,0,0.99998, 577.739,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=489_square,ifub_hd,11,4,0,0.99998, 1591.97,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=489_torus,ifub_foursweephd,11,7,1,0.99996, 1211.75,0.355261,0.691021
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=489_torus,ifub_hd,11,4,0,0.99998, 912.417,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=55_square,ifub_foursweephd,10,9,0,0.99998, 1332.95,0.280556,0.365856
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=55_torus,ifub_foursweephd,10,6,0,0.99998, 796.206,0.280557,0.365856
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=55_torus,ifub_hd,10,2,0,0.99998, 531.064,0.280557,0.365856
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=64_square,ifub_foursweephd,11,9,0,0.99998, 32.6507,0.691688,0.131854
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=64_square,ifub_hd,11,5,0,0.99998, 1458.98,0.691688,0.131854
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=64_torus,ifub_foursweephd,9,29,0,0.99998, 6440.03,0.691687,0.131854
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=666_square,ifub_foursweephd,10,11,0,0.99998, 1601.03,0.126898,0.08495
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=666_torus,ifub_foursweephd,9,20,0,0.99998, 3080.74,0.126898,0.084949
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=836_square,ifub_foursweephd,10,24,10,0.999677, 5776.24,0.885144,0.322108
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=836_torus,ifub_foursweephd,9,21,0,0.99998, 4081.19,0.95585,0.00565
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.94_seed=836_torus,ifub_hd,9,17,0,0.99998, 4077.71,0.95585,0.00565
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=1001_square,ifub_foursweephd,10,29,0,0.99998, 3524.84,0.638558,0.374782
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=1001_torus,ifub_foursweephd,9,23,0,0.99998, 9078.73,0.638559,0.374783
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=1001_torus,ifub_hd,9,19,0,0.99998, 110.981,0.638559,0.374783
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=14_square,ifub_foursweephd,11,12,0,0.99998, 2695.73,0.89267,0.440374
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=14_square,ifub_hd,11,8,0,0.99998, 758.245,0.89267,0.440374
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=14_torus,ifub_foursweephd,10,7,0,0.99998, 977.287,0.892669,0.440374
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=237_square,ifub_foursweephd,10,33,29,0.998571, 8812.52,0.55515,0.9689
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=237_square,ifub_hd,10,5,0,0.99998, 526.093,0.290834,0.965902
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=237_torus,ifub_foursweephd,9,21,0,0.99998, 7446.47,0.290833,0.965902
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=2_square,ifub_foursweephd,12,16,20932,0.971767, 2444.68,0.394056,0.633826
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=2_torus,ifub_foursweephd,9,20,0,0.99998, 5549.31,0.771379,0.585575
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=321_square,ifub_foursweephd,11,11,0,0.99998, 4417.8,0.410076,0.214124
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=321_square,ifub_hd,11,7,0,0.99998, 1155.72,0.410076,0.214124
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=321_torus,ifub_foursweephd,10,9,0,0.99998, 2392.02,0.410076,0.214125
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=356_square,ifub_foursweephd,11,7,0,0.99998, 1322.38,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=356_square,ifub_hd,11,3,0,0.99998, 428.993,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=356_torus,ifub_foursweephd,10,6,0,0.99998, 1245.64,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=489_square,ifub_foursweephd,11,8,0,0.99998, 749.136,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=489_square,ifub_hd,11,4,0,0.99998, 1495.63,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=489_torus,ifub_foursweephd,9,13,0,0.99998, 3597.94,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=489_torus,ifub_hd,9,9,0,0.99998, 1328.74,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=55_square,ifub_foursweephd,11,9,0,0.99998, 859.209,0.280556,0.365856
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=55_torus,ifub_foursweephd,9,41,3,0.99992, 7626.16,0.688749,0.095289
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=64_square,ifub_foursweephd,13,7,0,0.99998, 1531.29,0.691688,0.131854
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=64_torus,ifub_foursweephd,9,13,0,0.99998, 459.481,0.691687,0.131854
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=64_torus,ifub_hd,9,9,0,0.99998, 901.224,0.691687,0.131854
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=666_square,ifub_foursweephd,10,11,0,0.99998, 3746.95,0.126898,0.08495
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=666_square,ifub_hd,10,7,0,0.99998, 2804.38,0.126898,0.08495
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=666_torus,ifub_foursweephd,9,14,0,0.99998, 5880.25,0.126898,0.084949
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=666_torus,ifub_hd,9,10,0,0.99998, 52.7831,0.126898,0.084949
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=836_square,ifub_foursweephd,11,8,0,0.99998, 1310.72,0.95585,0.00565
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=836_square,ifub_hd,11,4,1,0.99996, 1516.24,0.395182,0.553582
girg_n=50000_deg=10_dim=2_ple=2.55_T=0.9999_seed=836_torus,ifub_foursweephd,9,10,0,0.99998, 4275.32,0.95585,0.00565
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=1001_square,ifub_foursweephd,19,7,10,0.999779, 1716.68,0.307758,0.686166
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=1001_square,ifub_hd,19,6,0,0.99998, 900.424,0.638558,0.374782
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=1001_torus,ifub_foursweephd,16,6,2,0.99994, 1335.64,0.191768,0.035866
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=1001_torus,ifub_hd,16,3,0,0.99998, 267.589,0.638559,0.374783
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=14_square,ifub_foursweephd,19,10,0,0.99998, 394.846,0.89267,0.440374
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=14_square,ifub_hd,19,6,0,0.99998, 636.535,0.89267,0.440374
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=14_torus,ifub_foursweephd,17,15,3,0.999919, 670.96,0.497049,0.088782
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=14_torus,ifub_hd,17,12,0,0.99998, 758.602,0.892669,0.440374
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=237_square,ifub_foursweephd,21,7,3,0.999919, 68.9943,0.450524,0.425554
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=237_torus,ifub_foursweephd,21,7,0,0.99998, 1333.16,0.290833,0.965902
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=2_square,ifub_foursweephd,20,6,1,0.99996, 2019.26,0.140804,0.856472
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=2_torus,ifub_foursweephd,18,6,0,0.99998, 1093.36,0.771379,0.585575
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=321_square,ifub_foursweephd,23,7,1,0.99996, 1397.96,0.718274,0.510376
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=321_square,ifub_hd,23,4,0,0.99998, 1424.95,0.410076,0.214124
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=321_torus,ifub_foursweephd,21,12,3,0.99992, 1156.97,0.806837,0.886265
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=356_square,ifub_foursweephd,16,6,0,0.99998, 1063.03,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=356_square,ifub_hd,16,2,0,0.99998, 513.299,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=356_torus,ifub_foursweephd,15,7,0,0.99998, 2296.86,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=356_torus,ifub_hd,15,3,0,0.99998, 711.53,0.481288,0.1508
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=489_square,ifub_foursweephd,18,6,4,0.999899, 533.058,0.513946,0.600344
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=489_torus,ifub_foursweephd,17,9,0,0.99998, 1924.6,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=489_torus,ifub_hd,17,5,0,0.99998, 131.063,0.418152,0.108178
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=55_square,ifub_foursweephd,19,8,0,0.99998, 2394.6,0.280556,0.365856
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=55_square,ifub_hd,19,4,0,0.99998, 1046.14,0.280556,0.365856
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=55_torus,ifub_foursweephd,17,7,0,0.99998, 1777.07,0.280557,0.365856
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=64_square,ifub_foursweephd,24,6,1,0.99996, 683.221,0.444404,0.673064
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=64_square,ifub_hd,24,3,0,0.99998, 43.4528,0.691688,0.131854
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=64_torus,ifub_foursweephd,18,6,0,0.99998, 1959.73,0.691687,0.131854
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=64_torus,ifub_hd,18,2,0,0.99998, 41.9153,0.691687,0.131854
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=666_square,ifub_foursweephd,18,6,0,0.99998, 589.294,0.126898,0.08495
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=666_torus,ifub_foursweephd,17,8,5,0.999879, 2534.77,0.480548,0.263834
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=666_torus,ifub_hd,17,5,0,0.99998, 1503.07,0.126898,0.084949
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=836_square,ifub_foursweephd,16,6,1,0.99996, 475.225,0.395182,0.553582
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=836_square,ifub_hd,16,2,1,0.99996, 657.551,0.395182,0.553582
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=836_torus,ifub_foursweephd,14,6,0,0.99998, 2083.94,0.95585,0.00565
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.0_seed=836_torus,ifub_hd,14,2,0,0.99998, 605.895,0.95585,0.00565
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.4_seed=1001_square,ifub_foursweephd,14,8,0,0.99998, 911.641,0.638558,0.374782
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.4_seed=1001_square,ifub_hd,14,4,0,0.99998, 193.238,0.638558,0.374782
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.4_seed=1001_torus,ifub_foursweephd,15,7,0,0.99998, 2265.12,0.638559,0.374783
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.4_seed=14_square,ifub_foursweephd,15,8,0,0.99998, 163.566,0.89267,0.440374
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.4_seed=14_square,ifub_hd,15,4,0,0.99998, 9.45037,0.89267,0.440374
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.4_seed=14_torus,ifub_foursweephd,15,16,19,0.999598, 1568.35,0.11675,0.983845
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.4_seed=237_square,ifub_foursweephd,17,7,0,0.99998, 27.1074,0.290834,0.965902
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.4_seed=237_torus,ifub_foursweephd,14,7,0,0.99998, 1345.7,0.290833,0.965902
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.4_seed=237_torus,ifub_hd,14,3,0,0.99998, 1308.43,0.290833,0.965902
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.4_seed=2_square,ifub_foursweephd,16,6,0,0.99998, 599.764,0.77138,0.585576
girg_n=50000_deg=10_dim=2_ple=2.75_T=0.4_seed=2_torus,ifub_foursweephd,16,6,14,0.999699, 740.601,0.501793,0.8685
