graph,algo,diameter,bfs_count,startvtx_degree,startvtx_ecc,time_diameter_exact
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.4_seed=836,q2,11,25,12,7,2689.63
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.4_seed=836,q3,11,15,154,6,1168.07
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.4_seed=836,q4,11,9,1968,6,97.1646
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.4_seed=836,q5,11,3,23935,6,66.2176
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.4_seed=836_square,ifub_foursweephd,12,6,9053,6,444.014
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.4_seed=836_square,ifub_hd,12,2,14504,6,6.31313
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.4_seed=836_square,random,12,27,4,8,1068.91
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.4_seed=836_square,q1,12,50,1,8,280.949
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.4_seed=836_square,q2,12,21,10,7,2060.56
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.4_seed=836_square,q3,12,5,120,7,728.328
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.4_seed=836_square,q4,12,3,1346,6,138.266
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.4_seed=836_square,q5,12,2,14504,6,280.79
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323,ifub_foursweephd,12,6,23111,6,649.111
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323,ifub_hd,12,2,23111,6,103.116
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323,random,12,11,2,8,91.3191
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323,q1,12,5,1,7,300.33
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323,q2,12,5,12,7,708.867
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323,q3,12,4,152,7,738.902
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323,q4,12,3,1882,6,47.2372
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323,q5,12,2,23111,6,376.301
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323_square,ifub_foursweephd,13,7,14515,7,435.738
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323_square,ifub_hd,13,3,14515,7,8.98049
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323_square,random,13,57,2,9,9919.8
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323_square,q1,13,61,1,9,9259.52
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323_square,q2,13,42,10,8,1206.2
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323_square,q3,13,9,120,8,1152.86
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323_square,q4,13,7,1324,7,73.4864
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=2323_square,q5,13,3,14515,7,90.9879
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252,ifub_foursweephd,11,8,23106,6,236.842
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252,ifub_hd,11,4,23106,6,223.559
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252,random,11,9,214,6,256.891
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252,q1,11,32,1,7,81.393
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252,q2,11,23,12,7,1476.08
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252,q3,11,12,152,7,360.103
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252,q4,11,6,1908,6,798.534
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252,q5,11,4,23106,6,476.794
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252_square,ifub_foursweephd,12,6,13819,6,48.8931
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252_square,ifub_hd,12,2,13819,6,13.0984
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252_square,random,12,39,2,8,1859.79
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252_square,q1,12,13,1,7,209.58
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252_square,q2,12,17,10,8,1892.7
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252_square,q3,12,9,117,7,969.785
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252_square,q4,12,7,1276,7,559.138
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=252_square,q5,12,2,13819,6,303.457
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321,ifub_foursweephd,11,10,23062,6,403.398
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321,ifub_hd,11,6,23062,6,26.6314
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321,random,11,61,3,7,6395.69
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321,q1,11,38,1,7,2849.26
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321,q2,11,106,12,7,9977.75
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321,q3,11,19,151,6,1468.22
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321,q4,11,9,1878,6,418.922
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321,q5,11,6,23062,6,127.919
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321_square,ifub_foursweephd,13,7,20453,7,139.188
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321_square,ifub_hd,13,3,20453,7,422.461
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321_square,random,13,12,19,8,260.869
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321_square,q1,13,74,1,9,354.737
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321_square,q2,13,14,11,8,731.506
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321_square,q3,13,12,143,8,1164.84
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321_square,q4,13,5,1744,7,893.12
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=321_square,q5,13,3,20453,7,548.554
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121,ifub_foursweephd,12,6,14225,6,437.215
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121,ifub_hd,12,3,22909,7,53.9618
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121,random,12,10,2,8,820.671
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121,q1,12,4,1,8,878.332
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121,q2,12,4,12,8,24.6504
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121,q3,12,3,151,7,142.933
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121,q4,12,3,1874,7,171.442
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121,q5,12,3,22909,7,502.717
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121_square,ifub_foursweephd,11,8,14252,6,659.68
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121_square,ifub_hd,11,4,14252,6,336.292
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121_square,random,11,148,14,7,12386
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121_square,q1,11,45,1,7,423.014
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121_square,q2,11,45,10,7,3657.58
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121_square,q3,11,23,119,7,2619.67
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121_square,q4,11,13,1304,6,107.074
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=34121_square,q5,11,4,14252,6,706.837
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356,ifub_foursweephd,10,6,22986,5,66.101
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356,ifub_hd,10,2,22986,5,171.288
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356,random,10,17,18,6,1798.72
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356,q1,10,19,1,6,294.337
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356,q2,10,18,12,6,867.656
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356,q3,10,10,151,6,1198.95
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356,q4,10,3,1895,6,14.6564
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356,q5,10,2,22986,5,185.706
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356_square,ifub_foursweephd,12,6,18887,6,200.399
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356_square,ifub_hd,12,2,18887,6,103.742
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356_square,random,12,13,11,7,985.271
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356_square,q1,12,47,1,8,934.686
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356_square,q2,12,21,11,8,1212.4
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356_square,q3,12,5,137,7,151.18
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356_square,q4,12,5,1660,7,707.528
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=356_square,q5,12,2,18887,6,119.916
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489,ifub_foursweephd,12,6,59,6,126.919
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489,ifub_hd,12,3,23113,7,21.2776
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489,random,12,25,3,9,127.382
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489,q1,12,4,1,8,24.0319
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489,q2,12,4,12,8,638.865
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489,q3,12,4,152,8,28.6728
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489,q4,12,4,1884,8,617.981
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489,q5,12,3,23113,7,318.912
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489_square,ifub_foursweephd,14,6,13324,7,850.325
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489_square,ifub_hd,14,3,17246,8,189.69
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489_square,random,14,10,3,9,572.643
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489_square,q1,14,12,1,10,1435.48
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489_square,q2,14,7,11,9,987.421
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489_square,q3,14,4,131,8,581.699
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489_square,q4,14,3,1528,8,578.894
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=489_square,q5,14,3,17246,8,27.9454
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64,ifub_foursweephd,11,11,6308,6,998.455
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64,ifub_hd,11,5,22833,6,784.975
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64,random,11,135,1,8,4868.23
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64,q1,11,275,1,8,1361.22
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64,q2,11,24,12,7,133.877
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64,q3,11,13,151,7,932.868
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64,q4,11,9,1938,6,622.996
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64,q5,11,5,22833,6,160.659
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64_square,ifub_foursweephd,12,7,799,7,1241.6
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64_square,ifub_hd,12,5,17555,7,222.82
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64_square,random,12,45,2,9,2433.72
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64_square,q1,12,65,1,9,12642.7
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64_square,q2,12,16,11,8,1961.91
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64_square,q3,12,10,132,7,778.282
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64_square,q4,12,5,1630,7,39.3182
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=64_square,q5,12,5,17555,7,351.164
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836,ifub_foursweephd,9,15,22807,5,1379.41
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836,ifub_hd,9,11,22807,5,181.415
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836,random,9,203,4,6,3814.03
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836,q1,9,203,1,6,20076.7
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836,q2,9,196,12,6,28265.4
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836,q3,9,79,151,6,4493.11
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836,q4,9,32,1872,5,803.326
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836,q5,9,11,22807,5,40.1542
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836_square,ifub_foursweephd,11,9,8780,6,823.418
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836_square,ifub_hd,11,5,13873,6,26.5605
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836_square,random,11,78,4,7,5498.64
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836_square,q1,11,364,1,8,2038.71
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836_square,q2,11,55,10,7,5798.21
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836_square,q3,11,28,117,7,1727.29
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836_square,q4,11,11,1319,6,1388.58
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.53_seed=836_square,q5,11,5,13873,6,607.146
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323,ifub_foursweephd,11,8,9241,6,1473.66
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323,ifub_hd,11,5,19642,6,1746.42
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323,random,11,85,7,7,12039.3
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323,q1,11,21,1,7,3694.38
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323,q2,11,21,11,7,1877.14
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323,q3,11,10,140,6,1393.71
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323,q4,11,5,1684,6,401.546
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323,q5,11,5,19642,6,85.7937
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323_square,ifub_foursweephd,11,10,12486,6,1168.56
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323_square,ifub_hd,11,6,12486,6,677.182
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323_square,random,11,173,9,7,924.055
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323_square,q1,11,470,1,8,74500.7
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323_square,q2,11,196,10,8,27610.4
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323_square,q3,11,31,111,7,257.012
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323_square,q4,11,16,1181,6,1895.99
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=2323_square,q5,11,6,12486,6,588.706
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252,ifub_foursweephd,10,6,19607,5,25.1717
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252,ifub_hd,10,2,19607,5,7.04165
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252,random,10,22,12,7,1564.46
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252,q1,10,190,1,7,3716.58
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252,q2,10,17,11,6,1714.78
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252,q3,10,12,140,6,709.349
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252,q4,10,8,1663,6,806.243
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252,q5,10,2,19607,5,205.001
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252_square,ifub_foursweephd,11,7,11821,6,477.519
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252_square,ifub_hd,11,3,11821,6,242.684
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252_square,random,11,75,3,7,17039.7
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252_square,q1,11,389,1,7,3525.55
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252_square,q2,11,48,10,7,6266.81
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252_square,q3,11,24,108,7,2673.7
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252_square,q4,11,8,1134,6,1495.06
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=252_square,q5,11,3,11821,6,435.196
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321,ifub_foursweephd,11,7,12289,6,1306.07
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321,ifub_hd,11,4,19588,7,24.9638
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321,random,11,156,1,8,19382.1
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321,q1,11,33,1,8,275.042
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321,q2,11,40,11,8,3998.22
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321,q3,11,23,139,7,2531.09
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321,q4,11,12,1700,7,887.332
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321,q5,11,4,19588,7,169.639
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321_square,ifub_foursweephd,13,7,17453,7,847.153
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321_square,ifub_hd,13,3,17453,7,118.265
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321_square,random,13,22,5,9,1788.58
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321_square,q1,13,44,1,9,8729.35
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321_square,q2,13,12,11,9,1030.06
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321_square,q3,13,10,132,8,969.882
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321_square,q4,13,9,1562,8,154.519
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=321_square,q5,13,3,17453,7,147.442
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121,ifub_foursweephd,11,7,19555,6,112.147
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121,ifub_hd,11,3,19555,6,10.3496
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121,random,11,101,4,8,7987.48
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121,q1,11,15,1,7,1181.74
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121,q2,11,15,11,7,2512.61
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121,q3,11,8,139,7,913.965
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121,q4,11,6,1733,7,132.275
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121,q5,11,3,19555,6,410.711
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121_square,ifub_foursweephd,11,10,12606,6,80.874
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121_square,ifub_hd,11,6,12606,6,201.939
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121_square,random,11,535,1,8,61314.6
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121_square,q1,11,61,1,7,13875.4
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121_square,q2,11,59,10,7,5249.99
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121_square,q3,11,30,112,6,1491.28
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121_square,q4,11,17,1203,6,706.344
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=34121_square,q5,11,6,12606,6,184.675
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356,ifub_foursweephd,11,7,12281,6,977.605
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356,ifub_hd,11,4,19572,6,24.6569
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356,random,11,24,4,7,1811.22
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356,q1,11,167,1,7,23770.3
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356,q2,11,40,11,7,4561.81
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356,q3,11,11,139,6,2013.61
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356,q4,11,4,1678,6,422.112
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356,q5,11,4,19572,6,880.792
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356_square,ifub_foursweephd,12,6,16218,6,209.763
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356_square,ifub_hd,12,2,16218,6,83.4712
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356_square,random,12,9,3,8,59.4954
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356_square,q1,12,27,1,8,204.62
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356_square,q2,12,18,11,8,757.844
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356_square,q3,12,7,127,7,755.51
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356_square,q4,12,7,1473,6,107.109
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=356_square,q5,12,2,16218,6,192.631
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489,ifub_foursweephd,11,7,19556,6,1380.43
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489,ifub_hd,11,3,19556,6,115.655
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489,random,11,62,3,7,264.599
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489,q1,11,184,1,7,22643.2
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489,q2,11,18,11,7,3366.07
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489,q3,11,11,139,7,1445.91
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489,q4,11,7,1680,6,462.086
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489,q5,11,3,19556,6,509.043
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489_square,ifub_foursweephd,12,6,15088,6,108.196
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489_square,ifub_hd,12,2,15088,6,55.1466
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489_square,random,12,6,5,7,32.7264
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489_square,q1,12,5,1,7,619.675
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489_square,q2,12,12,11,8,1831.07
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489_square,q3,12,5,122,7,518.231
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489_square,q4,12,3,1395,7,363.823
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=489_square,q5,12,2,15088,6,129.172
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=64,ifub_foursweephd,10,6,19512,5,687.576
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=64,ifub_hd,10,2,19512,5,120.182
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=64,random,10,81,5,7,249.016
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=64,q1,10,24,1,6,732.538
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=64,q2,10,22,11,6,895.608
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=64,q3,10,13,139,6,1919.38
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=64,q4,10,4,1660,6,714.248
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=64,q5,10,2,19512,5,289.331
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=64_square,ifub_foursweephd,11,10,15072,6,942.576
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=64_square,ifub_hd,11,6,15072,6,408.469
girgbig_n=100000_deg=10_dim=2_ple=2.1_T=0.76_seed=64_square,random,11,85,2,7,486.842
